Pelicula;F.Alquiler;F.Devolucion;Cliente;Empleado
SAMURAI LION;18/08/2005 23:39:22;27/08/2005 20:28:22;CHARLOTTE HUNTER;Mike Hillyer
ENEMY ODDS;19/08/2005 0:16:54;26/08/2005 2:00:54;MARIE TURNER;Mike Hillyer
SHEPHERD MIDSUMMER;19/08/2005 0:17:09;22/08/2005 23:46:09;BYRON BOX;Mike Hillyer
DYNAMITE TARZAN;19/08/2005 0:20:36;28/08/2005 2:43:36;MIKE WAY;Mike Hillyer
MOURNING PURPLE;19/08/2005 0:21:52;22/08/2005 22:13:52;RALPH MADRIGAL;Jon Stephens
STORM HAPPINESS;19/08/2005 0:27:01;22/08/2005 3:30:01;SUE PETERS;Jon Stephens
PACIFIC AMISTAD;19/08/2005 0:36:34;26/08/2005 20:38:34;CARL ARTIS;Mike Hillyer
WIZARD COLDBLOODED;19/08/2005 0:37:26;23/08/2005 18:49:26;ALFRED CASILLAS;Jon Stephens
KWAI HOMEWARD;19/08/2005 0:38:46;28/08/2005 3:37:46;DUANE TUBBS;Jon Stephens
EXPENDABLE STALLION;19/08/2005 0:44:10;22/08/2005 22:30:10;JO FOWLER;Jon Stephens
ATTRACTION NEWTON;19/08/2005 0:58:24;21/08/2005 5:46:24;FLOYD GANDY;Mike Hillyer
BOWFINGER GABLES;19/08/2005 1:15:24;20/08/2005 6:38:24;BRADLEY MOTLEY;Mike Hillyer
WOLVES DESIRE;19/08/2005 1:23:58;20/08/2005 0:19:58;JEFFREY SPEAR;Jon Stephens
NEIGHBORS CHARADE;19/08/2005 1:41:44;24/08/2005 23:15:44;KEN PREWITT;Jon Stephens
FANTASY TROOPERS;19/08/2005 1:48:33;23/08/2005 4:46:33;ALMA AUSTIN;Mike Hillyer
HONEY TIES;19/08/2005 1:53:43;28/08/2005 2:27:43;RALPH MADRIGAL;Jon Stephens
MANCHURIAN CURTAIN;19/08/2005 1:57:21;28/08/2005 1:10:21;SHERRY MARSHALL;Mike Hillyer
GORGEOUS BINGO;19/08/2005 2:02:37;22/08/2005 1:08:37;CONNIE WALLACE;Mike Hillyer
BONNIE HOLOCAUST;19/08/2005 2:04:07;23/08/2005 20:13:07;LOIS BUTLER;Jon Stephens
LOUISIANA HARRY;19/08/2005 2:12:40;19/08/2005 23:42:40;CHRISTY VARGAS;Mike Hillyer
SORORITY QUEEN;19/08/2005 2:15:32;27/08/2005 21:26:32;CONSTANCE REID;Jon Stephens
ANNIE IDENTITY;19/08/2005 2:19:13;23/08/2005 7:49:13;BARBARA JONES;Jon Stephens
COMMAND DARLING;19/08/2005 2:24:41;25/08/2005 7:43:41;ALLAN CORNISH;Mike Hillyer
BUGSY SONG;19/08/2005 2:31:59;26/08/2005 8:16:59;ELSIE KELLEY;Jon Stephens
GROOVE FICTION;19/08/2005 2:39:47;27/08/2005 2:14:47;TAMARA NGUYEN;Mike Hillyer
MIDSUMMER GROUNDHOG;19/08/2005 2:55:36;22/08/2005 1:00:36;AGNES BISHOP;Jon Stephens
DURHAM PANKY;19/08/2005 3:17:08;23/08/2005 3:44:08;ENRIQUE FORSYTHE;Mike Hillyer
ROOM ROMAN;19/08/2005 3:27:17;28/08/2005 6:16:17;HUGH WALDROP;Jon Stephens
DAWN POND;19/08/2005 3:33:47;23/08/2005 21:55:47;DWIGHT LOMBARDI;Mike Hillyer
MURDER ANTITRUST;19/08/2005 3:34:04;28/08/2005 1:00:04;ROGER QUINTANILLA;Jon Stephens
ZORRO ARK;19/08/2005 3:49:28;25/08/2005 1:51:28;DARREN WINDHAM;Jon Stephens
WAIT CIDER;19/08/2005 3:50:48;26/08/2005 9:13:48;EARL SHANKS;Mike Hillyer
DISCIPLE MOTHER;19/08/2005 4:13:37;26/08/2005 23:52:37;COREY HAUSER;Mike Hillyer
NIGHTMARE CHILL;19/08/2005 4:16:13;27/08/2005 2:43:13;MELVIN ELLINGTON;Mike Hillyer
ARMAGEDDON LOST;19/08/2005 4:19:05;25/08/2005 9:50:05;PATRICK NEWSOM;Mike Hillyer
BIRDCAGE CASPER;19/08/2005 4:48:48;23/08/2005 23:32:48;DEBORAH WALKER;Mike Hillyer
PHANTOM GLORY;19/08/2005 5:11:47;21/08/2005 0:59:47;DALE RATCLIFF;Mike Hillyer
TITANS JERK;19/08/2005 5:18:20;27/08/2005 0:13:20;TRACY HERRMANN;Mike Hillyer
ATLANTIS CAUSE;19/08/2005 5:20:25;21/08/2005 3:10:25;DIANNE SHELTON;Jon Stephens
JEKYLL FROGMEN;19/08/2005 5:38:29;20/08/2005 8:15:29;PATRICK NEWSOM;Mike Hillyer
SIDE ARK;19/08/2005 5:51:46;23/08/2005 11:22:46;MARK RINEHART;Jon Stephens
INSTINCT AIRPORT;19/08/2005 5:56:44;24/08/2005 11:28:44;CHRISTINA RAMIREZ;Jon Stephens
SHOCK CABIN;19/08/2005 6:06:26;28/08/2005 8:37:26;HEIDI LARSON;Jon Stephens
SAVANNAH TOWN;19/08/2005 6:21:52;25/08/2005 4:16:52;ALICIA MILLS;Mike Hillyer
PULP BEVERLY;19/08/2005 6:37:48;26/08/2005 3:59:48;JUDY GRAY;Jon Stephens
PITY BOUND;19/08/2005 6:38:18;20/08/2005 8:29:18;LYNN PAYNE;Mike Hillyer
SCALAWAG DUCK;19/08/2005 6:42:43;23/08/2005 10:49:43;LESTER KRAUS;Jon Stephens
HOURS RAGE;19/08/2005 6:55:33;27/08/2005 7:38:33;CRAIG MORRELL;Jon Stephens
RANGE MOONWALKER;19/08/2005 6:57:27;20/08/2005 9:10:27;SALLY PIERCE;Jon Stephens
ELIZABETH SHANE;19/08/2005 7:06:34;21/08/2005 6:53:34;MARIE TURNER;Mike Hillyer
TOURIST PELICAN;19/08/2005 7:08:05;24/08/2005 2:25:05;LOUISE JENKINS;Mike Hillyer
OSCAR GOLD;19/08/2005 7:19:04;21/08/2005 10:58:04;CHARLES KOWALSKI;Mike Hillyer
HANGING DEEP;19/08/2005 7:20:39;21/08/2005 12:31:39;RALPH MADRIGAL;Jon Stephens
SPOILERS HELLFIGHTERS;19/08/2005 7:26:10;20/08/2005 7:02:10;LESLIE SEWARD;Jon Stephens
WHISPERER GIANT;19/08/2005 7:31:32;25/08/2005 11:59:32;RUSSELL BRINSON;Mike Hillyer
KISS GLORY;19/08/2005 7:32:16;24/08/2005 1:56:16;JUSTIN NGO;Jon Stephens
COMANCHEROS ENEMY;19/08/2005 7:40:08;20/08/2005 11:49:08;LEROY BUSTAMANTE;Mike Hillyer
INTRIGUE WORST;19/08/2005 8:02:24;26/08/2005 7:32:24;RITA GRAHAM;Mike Hillyer
INNOCENT USUAL;19/08/2005 8:04:50;26/08/2005 11:46:50;REGINA BERRY;Mike Hillyer
INVASION CYCLONE;19/08/2005 8:27:23;24/08/2005 3:46:23;BILLY POULIN;Mike Hillyer
REIGN GENTLEMEN;19/08/2005 8:28:04;22/08/2005 12:25:04;MAE FLETCHER;Jon Stephens
MICROCOSMOS PARADISE;19/08/2005 8:28:11;24/08/2005 7:20:11;MARLENE WELCH;Mike Hillyer
FREAKY POCUS;19/08/2005 8:30:04;23/08/2005 9:35:04;ALFREDO MCADAMS;Jon Stephens
GOLDMINE TYCOON;19/08/2005 8:34:39;28/08/2005 10:13:39;HENRY BILLINGSLEY;Mike Hillyer
DEER VIRGINIAN;19/08/2005 8:41:29;20/08/2005 7:36:29;JESSE SCHILLING;Jon Stephens
ALASKA PHANTOM;19/08/2005 8:53:57;28/08/2005 8:56:57;CAROLE BARNETT;Jon Stephens
JEKYLL FROGMEN;19/08/2005 8:55:16;25/08/2005 12:23:16;NEIL RENNER;Jon Stephens
HOLY TADPOLE;19/08/2005 8:55:19;20/08/2005 7:39:19;WAYNE TRUONG;Jon Stephens
TOMATOES HELLFIGHTERS;19/08/2005 9:04:24;23/08/2005 12:36:24;FRANCIS SIKES;Jon Stephens
CONGENIALITY QUEST;19/08/2005 9:14:31;20/08/2005 11:16:31;APRIL BURNS;Mike Hillyer
SLEEPLESS MONSOON;19/08/2005 9:31:23;26/08/2005 6:56:23;MONICA HICKS;Jon Stephens
LOSE INCH;19/08/2005 9:40:53;26/08/2005 5:48:53;KIMBERLY LEE;Jon Stephens
GUNFIGHTER MUSSOLINI;19/08/2005 9:44:17;27/08/2005 11:42:17;PHILLIP HOLM;Mike Hillyer
HEAVENLY GUN;19/08/2005 9:48:52;22/08/2005 7:12:52;GABRIEL HARDER;Mike Hillyer
SNOWMAN ROLLERCOASTER;19/08/2005 9:50:39;22/08/2005 14:01:39;JOSHUA MARK;Mike Hillyer
EDGE KISSING;19/08/2005 10:10:26;22/08/2005 5:41:26;VICKI FIELDS;Mike Hillyer
PIANIST OUTFIELD;19/08/2005 10:19:06;20/08/2005 5:49:06;BEATRICE ARNOLD;Mike Hillyer
SAMURAI LION;19/08/2005 10:26:45;23/08/2005 5:31:45;JON WILES;Jon Stephens
MONSOON CAUSE;19/08/2005 10:33:52;27/08/2005 9:15:52;DOLORES WAGNER;Jon Stephens
FIREBALL PHILADELPHIA;19/08/2005 10:39:54;28/08/2005 10:31:54;JULIE SANCHEZ;Mike Hillyer
TROJAN TOMORROW;19/08/2005 10:50:43;24/08/2005 11:10:43;DARLENE ROSE;Jon Stephens
SPEAKEASY DATE;19/08/2005 10:51:59;24/08/2005 11:27:59;ALICE STEWART;Mike Hillyer
DAY UNFAITHFUL;19/08/2005 10:55:19;27/08/2005 10:54:19;TROY QUIGLEY;Mike Hillyer
DALMATIONS SWEDEN;19/08/2005 10:55:45;25/08/2005 12:28:45;JIM REA;Mike Hillyer
STING PERSONAL;19/08/2005 11:13:58;20/08/2005 15:03:58;GERALD FULTZ;Jon Stephens
ALASKA PHANTOM;19/08/2005 11:24:37;21/08/2005 5:48:37;CLIFFORD BOWENS;Mike Hillyer
VIRTUAL SPOILERS;19/08/2005 11:27:32;28/08/2005 11:21:32;GUY BROWNLEE;Jon Stephens
SCISSORHANDS SLUMS;19/08/2005 11:51:39;22/08/2005 11:50:39;VICKIE BREWER;Jon Stephens
RIDGEMONT SUBMARINE;19/08/2005 11:53:49;26/08/2005 16:01:49;OLGA JIMENEZ;Jon Stephens
SNATCH SLIPPER;19/08/2005 11:57:49;26/08/2005 7:53:49;LAURIE LAWRENCE;Mike Hillyer
FATAL HAUNTED;19/08/2005 12:00:28;28/08/2005 17:27:28;TERRY CARLSON;Mike Hillyer
FACTORY DRAGON;19/08/2005 12:14:14;20/08/2005 11:52:14;VIVIAN RUIZ;Mike Hillyer
GANDHI KWAI;19/08/2005 12:22:52;21/08/2005 14:04:52;LAWRENCE LAWTON;Jon Stephens
IMPOSSIBLE PREJUDICE;19/08/2005 12:32:10;24/08/2005 12:12:10;DWAYNE OLVERA;Mike Hillyer
SPARTACUS CHEAPER;19/08/2005 12:45:55;27/08/2005 10:37:55;RONNIE RICKETTS;Jon Stephens
WARLOCK WEREWOLF;19/08/2005 13:12:28;20/08/2005 10:41:28;TERRANCE ROUSH;Mike Hillyer
KISS GLORY;19/08/2005 13:19:59;21/08/2005 9:22:59;GILBERT SLEDGE;Jon Stephens
HARPER DYING;19/08/2005 13:28:26;24/08/2005 17:37:26;LEWIS LYMAN;Mike Hillyer
WARDROBE PHANTOM;19/08/2005 13:36:28;22/08/2005 7:57:28;NATHANIEL ADAM;Mike Hillyer
CAROL TEXAS;19/08/2005 13:36:41;23/08/2005 15:29:41;SYLVIA ORTIZ;Jon Stephens
JAWS HARRY;19/08/2005 13:37:28;27/08/2005 17:54:28;HOLLY FOX;Jon Stephens
GRADUATE LORD;19/08/2005 13:43:35;26/08/2005 9:31:35;DEBBIE REYES;Mike Hillyer
GROOVE FICTION;19/08/2005 13:48:54;27/08/2005 18:57:54;THELMA MURRAY;Mike Hillyer
SABRINA MIDNIGHT;19/08/2005 14:00:38;20/08/2005 9:56:38;JASON MORRISSEY;Mike Hillyer
WASH HEAVENLY;19/08/2005 14:16:18;20/08/2005 8:44:18;PHILIP CAUSEY;Mike Hillyer
BANGER PINOCCHIO;19/08/2005 14:22:30;20/08/2005 10:13:30;YVONNE WATKINS;Jon Stephens
SABRINA MIDNIGHT;19/08/2005 14:27:16;28/08/2005 10:34:16;HARRY ARCE;Mike Hillyer
VICTORY ACADEMY;19/08/2005 14:27:59;26/08/2005 13:45:59;KRISTINA CHAMBERS;Mike Hillyer
MALTESE HOPE;19/08/2005 14:39:14;24/08/2005 10:30:14;JAIME NETTLES;Jon Stephens
VANISHED GARDEN;19/08/2005 14:53:22;27/08/2005 19:03:22;WALTER PERRYMAN;Jon Stephens
MOURNING PURPLE;19/08/2005 14:55:58;27/08/2005 11:35:58;CLIFTON MALCOLM;Jon Stephens
CHOCOLAT HARRY;19/08/2005 15:14:38;27/08/2005 16:09:38;JEAN BELL;Mike Hillyer
SLEUTH ORIENT;19/08/2005 15:24:07;24/08/2005 21:03:07;VERONICA STONE;Mike Hillyer
SOMETHING DUCK;19/08/2005 15:35:38;27/08/2005 12:16:38;LEON BOSTIC;Mike Hillyer
DETECTIVE VISION;19/08/2005 15:42:32;25/08/2005 13:37:32;MIGUEL BETANCOURT;Mike Hillyer
ANALYZE HOOSIERS;19/08/2005 15:45:47;26/08/2005 21:10:47;TIM CARY;Mike Hillyer
FICTION CHRISTMAS;19/08/2005 15:54:33;25/08/2005 16:40:33;WALLACE SLONE;Mike Hillyer
MUMMY CREATURES;19/08/2005 16:05:38;20/08/2005 21:39:38;BOBBIE CRAIG;Mike Hillyer
INNOCENT USUAL;19/08/2005 16:12:49;27/08/2005 17:14:49;TRACEY BARRETT;Jon Stephens
STRANGELOVE DESIRE;19/08/2005 16:17:53;27/08/2005 14:57:53;ADAM GOOCH;Mike Hillyer
FEUD FROGMEN;19/08/2005 16:22:14;20/08/2005 13:24:14;DANA HART;Mike Hillyer
BLACKOUT PRIVATE;19/08/2005 16:33:16;25/08/2005 13:19:16;VICKIE BREWER;Jon Stephens
DESPERATE TRAINSPOTTING;19/08/2005 16:43:41;20/08/2005 21:17:41;DEANNA BYRD;Mike Hillyer
PICKUP DRIVING;19/08/2005 16:47:41;20/08/2005 13:30:41;HOWARD FORTNER;Mike Hillyer
MALKOVICH PET;19/08/2005 17:08:53;23/08/2005 14:14:53;LLOYD DOWD;Mike Hillyer
CASUALTIES ENCINO;19/08/2005 17:09:22;24/08/2005 21:31:22;VICKIE BREWER;Jon Stephens
DRUMS DYNAMITE;19/08/2005 17:33:50;25/08/2005 17:15:50;IRMA PEARSON;Jon Stephens
TRIP NEWTON;19/08/2005 17:49:13;21/08/2005 14:15:13;DON BONE;Mike Hillyer
CHANCE RESURRECTION;19/08/2005 17:53:42;28/08/2005 20:49:42;ELMER NOE;Jon Stephens
AMISTAD MIDSUMMER;19/08/2005 18:07:47;20/08/2005 21:51:47;CHARLENE ALVAREZ;Jon Stephens
METAL ARMAGEDDON;19/08/2005 18:10:19;23/08/2005 16:09:19;STACY CUNNINGHAM;Jon Stephens
INSTINCT AIRPORT;19/08/2005 18:18:44;20/08/2005 12:33:44;RENEE LANE;Mike Hillyer
SECRETARY ROUGE;19/08/2005 18:30:10;20/08/2005 19:20:10;LAUREN HUDSON;Jon Stephens
SPY MILE;19/08/2005 18:45:49;22/08/2005 14:58:49;WILLIE MARKHAM;Jon Stephens
WARDROBE PHANTOM;19/08/2005 18:46:33;22/08/2005 20:45:33;LOUIS LEONE;Mike Hillyer
CORE SUIT;19/08/2005 18:46:56;28/08/2005 20:23:56;JAMIE WAUGH;Jon Stephens
TELEMARK HEARTBREAKERS;19/08/2005 18:54:26;21/08/2005 23:01:26;ALICE STEWART;Mike Hillyer
LIES TREATMENT;19/08/2005 18:57:05;28/08/2005 22:28:05;JERRY JORDON;Mike Hillyer
INDEPENDENCE HOTEL;19/08/2005 19:04:00;28/08/2005 23:08:00;LOIS BUTLER;Jon Stephens
OKLAHOMA JUMANJI;19/08/2005 19:09:14;23/08/2005 0:50:14;JEFF EAST;Jon Stephens
OPEN AFRICAN;19/08/2005 19:12:43;27/08/2005 0:20:43;RYAN SALISBURY;Jon Stephens
ROBBERS JOON;19/08/2005 19:25:42;20/08/2005 20:57:42;SHARON ROBINSON;Jon Stephens
FARGO GANDHI;19/08/2005 19:33:57;21/08/2005 17:52:57;MARVIN YEE;Jon Stephens
MAGNIFICENT CHITTY;19/08/2005 19:35:13;27/08/2005 17:59:13;BARRY LOVELACE;Mike Hillyer
INTENTIONS EMPIRE;19/08/2005 19:43:08;24/08/2005 16:30:08;EVERETT BANDA;Jon Stephens
DIVIDE MONSTER;19/08/2005 19:48:07;23/08/2005 15:28:07;PAULINE HENRY;Mike Hillyer
HALL CASSIDY;19/08/2005 19:55:45;22/08/2005 15:05:45;THERESA WATSON;Jon Stephens
CENTER DINOSAUR;19/08/2005 19:56:01;20/08/2005 22:16:01;WARREN SHERROD;Jon Stephens
DETAILS PACKER;19/08/2005 20:03:22;24/08/2005 23:42:22;VIOLET RODRIQUEZ;Mike Hillyer
FIDELITY DEVIL;19/08/2005 20:18:36;28/08/2005 21:34:36;HELEN HARRIS;Mike Hillyer
DINOSAUR SECRETARY;19/08/2005 20:22:08;27/08/2005 17:21:08;KENT ARSENAULT;Mike Hillyer
WORST BANGER;19/08/2005 20:28:21;28/08/2005 0:28:21;MONICA HICKS;Jon Stephens
UPRISING UPTOWN;19/08/2005 20:43:16;20/08/2005 16:21:16;CLAUDIA FULLER;Mike Hillyer
TRAP GUYS;19/08/2005 21:04:49;27/08/2005 1:46:49;EDDIE TOMLIN;Mike Hillyer
CAUSE DATE;19/08/2005 21:07:59;21/08/2005 17:08:59;BOBBIE CRAIG;Mike Hillyer
MUSCLE BRIGHT;19/08/2005 21:09:30;25/08/2005 18:37:30;MARCIA DEAN;Mike Hillyer
TOURIST PELICAN;19/08/2005 21:12:37;25/08/2005 19:56:37;JOSEPH JOY;Jon Stephens
MOSQUITO ARMAGEDDON;19/08/2005 21:19:47;24/08/2005 23:25:47;VICTORIA GIBSON;Mike Hillyer
BANGER PINOCCHIO;19/08/2005 21:20:11;25/08/2005 22:51:11;PEGGY MYERS;Mike Hillyer
EVOLUTION ALTER;19/08/2005 21:32:23;25/08/2005 22:24:23;SIDNEY BURLESON;Mike Hillyer
MOON BUNCH;19/08/2005 21:33:35;20/08/2005 22:47:35;HARRY ARCE;Mike Hillyer
UNFORGIVEN ZOOLANDER;19/08/2005 21:36:58;22/08/2005 23:55:58;JIM REA;Mike Hillyer
SNATCH SLIPPER;19/08/2005 21:38:41;28/08/2005 15:49:41;TROY QUIGLEY;Mike Hillyer
VIDEOTAPE ARSENIC;19/08/2005 21:39:35;22/08/2005 22:38:35;MATTIE HOFFMAN;Jon Stephens
ANALYZE HOOSIERS;19/08/2005 21:46:10;24/08/2005 1:16:10;NATHANIEL ADAM;Mike Hillyer
TUXEDO MILE;19/08/2005 22:01:42;24/08/2005 22:20:42;SANDRA MARTIN;Jon Stephens
TRAMP OTHERS;19/08/2005 22:06:09;23/08/2005 23:26:09;BRAD MCCURDY;Jon Stephens
ROMAN PUNK;19/08/2005 22:08:48;23/08/2005 3:24:48;LEONARD SCHOFIELD;Mike Hillyer
FORREST SONS;19/08/2005 22:46:46;24/08/2005 22:52:46;SHAWN HEATON;Mike Hillyer
TORQUE BOUND;19/08/2005 22:47:34;21/08/2005 2:50:34;BARRY LOVELACE;Mike Hillyer
GUYS FALCON;19/08/2005 22:57:25;28/08/2005 22:46:25;CRYSTAL FORD;Mike Hillyer
SLEEPING SUSPECTS;19/08/2005 23:25:37;28/08/2005 1:04:37;SARAH LEWIS;Jon Stephens
GORGEOUS BINGO;19/08/2005 23:28:15;25/08/2005 4:44:15;TAMARA NGUYEN;Mike Hillyer
IDOLS SNATCHERS;19/08/2005 23:34:26;23/08/2005 18:33:26;BESSIE MORRISON;Mike Hillyer
KILLER INNOCENT;19/08/2005 23:37:52;28/08/2005 22:17:52;KELLY TORRES;Mike Hillyer
SEABISCUIT PUNK;19/08/2005 23:42:16;26/08/2005 21:24:16;CLAYTON BARBEE;Jon Stephens
PRIVATE DROP;19/08/2005 23:48:23;28/08/2005 23:47:23;ETHEL WEBB;Mike Hillyer
PREJUDICE OLEANDER;19/08/2005 23:53:42;28/08/2005 5:37:42;MARCIA DEAN;Mike Hillyer
ENOUGH RAGING;20/08/2005 0:17:01;23/08/2005 20:42:01;BRYAN HARDISON;Jon Stephens
JASON TRAP;20/08/2005 0:30:51;28/08/2005 18:43:51;JOANN GARDNER;Jon Stephens
EVOLUTION ALTER;20/08/2005 0:32:17;26/08/2005 19:33:17;PAULINE HENRY;Mike Hillyer
EARTH VISION;20/08/2005 0:33:22;26/08/2005 21:37:22;MABEL HOLLAND;Jon Stephens
CIRCUS YOUTH;20/08/2005 0:56:44;20/08/2005 20:16:44;LOUIS LEONE;Mike Hillyer
FEUD FROGMEN;20/08/2005 0:59:36;24/08/2005 22:41:36;JACKIE LYNCH;Mike Hillyer
NORTHWEST POLISH;20/08/2005 1:06:04;24/08/2005 23:56:04;MARIA MILLER;Mike Hillyer
ATTRACTION NEWTON;20/08/2005 1:10:27;27/08/2005 22:18:27;SANDRA MARTIN;Jon Stephens
MODEL FISH;20/08/2005 1:11:12;26/08/2005 23:07:12;DARLENE ROSE;Jon Stephens
BROOKLYN DESERT;20/08/2005 2:00:33;28/08/2005 21:03:33;HELEN HARRIS;Mike Hillyer
VIDEOTAPE ARSENIC;20/08/2005 2:01:48;25/08/2005 21:52:48;MAE FLETCHER;Jon Stephens
CINCINATTI WHISPERER;20/08/2005 2:18:30;27/08/2005 1:33:30;FLORENCE WOODS;Mike Hillyer
ROXANNE REBEL;20/08/2005 2:28:09;25/08/2005 0:41:09;DIANA ALEXANDER;Mike Hillyer
RUSH GOODFELLAS;20/08/2005 2:29:47;23/08/2005 8:12:47;KRISTEN CHAVEZ;Jon Stephens
BLACKOUT PRIVATE;20/08/2005 2:36:17;24/08/2005 8:06:17;CLAUDE HERZOG;Mike Hillyer
RINGS HEARTBREAKERS;20/08/2005 2:41:46;22/08/2005 1:53:46;DENISE KELLY;Mike Hillyer
ARACHNOPHOBIA ROLLERCOASTER;20/08/2005 2:47:03;28/08/2005 7:43:03;SIDNEY BURLESON;Mike Hillyer
CHISUM BEHAVIOR;20/08/2005 3:35:16;25/08/2005 4:06:16;IDA ANDREWS;Jon Stephens
PITY BOUND;20/08/2005 3:40:27;27/08/2005 7:15:27;GABRIEL HARDER;Mike Hillyer
WRATH MILE;20/08/2005 3:41:57;29/08/2005 3:21:57;JOANNE ROBERTSON;Jon Stephens
STRANGERS GRAFFITI;20/08/2005 4:10:26;26/08/2005 6:45:26;NORA HERRERA;Jon Stephens
KICK SAVANNAH;20/08/2005 4:12:41;21/08/2005 2:33:41;SARAH LEWIS;Jon Stephens
CONQUERER NUTS;20/08/2005 4:17:16;28/08/2005 8:38:16;GLORIA COOK;Mike Hillyer
ROMAN PUNK;20/08/2005 4:38:52;27/08/2005 7:17:52;KRISTIN JOHNSTON;Mike Hillyer
EGG IGBY;20/08/2005 5:02:46;27/08/2005 3:12:46;MEGAN PALMER;Jon Stephens
UNCUT SUICIDES;20/08/2005 5:22:06;28/08/2005 2:33:06;ANDREW PURDY;Jon Stephens
ARMAGEDDON LOST;20/08/2005 5:29:45;26/08/2005 6:49:45;DENISE KELLY;Mike Hillyer
QUEEN LUKE;20/08/2005 5:47:25;23/08/2005 1:29:25;JULIAN VEST;Jon Stephens
FORRESTER COMANCHEROS;20/08/2005 5:50:35;23/08/2005 4:52:35;GORDON ALLARD;Mike Hillyer
RUN PACIFIC;20/08/2005 5:53:31;23/08/2005 9:01:31;MARIA MILLER;Mike Hillyer
SLIPPER FIDELITY;20/08/2005 5:59:05;24/08/2005 5:38:05;THERESA WATSON;Jon Stephens
DANGEROUS UPTOWN;20/08/2005 6:02:48;29/08/2005 9:39:48;NICHOLAS BARFIELD;Mike Hillyer
MONEY HAROLD;20/08/2005 6:08:42;21/08/2005 1:59:42;RICK MATTOX;Jon Stephens
BERETS AGENT;20/08/2005 6:11:51;23/08/2005 4:13:51;JEFFREY SPEAR;Jon Stephens
SNOWMAN ROLLERCOASTER;20/08/2005 6:28:37;22/08/2005 7:54:37;BOBBY BOUDREAU;Jon Stephens
GOODFELLAS SALUTE;20/08/2005 6:30:33;27/08/2005 9:29:33;KRISTEN CHAVEZ;Jon Stephens
ROCK INSTINCT;20/08/2005 6:45:32;25/08/2005 2:40:32;GREGORY MAULDIN;Mike Hillyer
ALASKA PHANTOM;20/08/2005 6:52:03;27/08/2005 7:43:03;MELVIN ELLINGTON;Mike Hillyer
CELEBRITY HORN;20/08/2005 6:55:24;29/08/2005 12:32:24;JARED ELY;Mike Hillyer
CHITTY LOCK;20/08/2005 7:17:35;29/08/2005 6:27:35;VELMA LUCAS;Mike Hillyer
RUNAWAY TENENBAUMS;20/08/2005 7:22:53;21/08/2005 11:54:53;DARREN WINDHAM;Jon Stephens
WATERSHIP FRONTIER;20/08/2005 7:42:17;29/08/2005 10:49:17;TOM MILNER;Mike Hillyer
DAY UNFAITHFUL;20/08/2005 7:46:30;27/08/2005 1:54:30;JEROME KENYON;Mike Hillyer
REDEMPTION COMFORTS;20/08/2005 7:48:07;28/08/2005 7:56:07;RON DELUCA;Jon Stephens
FOOL MOCKINGBIRD;20/08/2005 7:48:38;23/08/2005 7:43:38;LENA JENSEN;Jon Stephens
VANISHING ROCKY;20/08/2005 7:59:13;22/08/2005 12:04:13;GERTRUDE CASTILLO;Mike Hillyer
GRINCH MASSAGE;20/08/2005 8:01:39;23/08/2005 7:31:39;VINCENT RALSTON;Mike Hillyer
STONE FIRE;20/08/2005 8:11:58;26/08/2005 13:34:58;TERRANCE ROUSH;Mike Hillyer
SONS INTERVIEW;20/08/2005 8:18:36;26/08/2005 11:04:36;GWENDOLYN MAY;Mike Hillyer
ANACONDA CONFESSIONS;20/08/2005 8:19:20;28/08/2005 6:26:20;TONI HOLT;Mike Hillyer
HOUSE DYNAMITE;20/08/2005 8:20:19;22/08/2005 3:22:19;JIM REA;Mike Hillyer
HOLY TADPOLE;20/08/2005 8:27:01;29/08/2005 5:59:01;JOANNE ROBERTSON;Jon Stephens
FLATLINERS KILLER;20/08/2005 8:27:03;26/08/2005 3:56:03;VICKI FIELDS;Mike Hillyer
BIRDCAGE CASPER;20/08/2005 8:27:30;26/08/2005 5:14:30;STEPHEN QUALLS;Mike Hillyer
NEIGHBORS CHARADE;20/08/2005 8:44:06;27/08/2005 9:58:06;CHRISTINA RAMIREZ;Jon Stephens
DANCING FEVER;20/08/2005 9:11:42;24/08/2005 15:00:42;HUGH WALDROP;Jon Stephens
ENDING CROWDS;20/08/2005 9:16:15;21/08/2005 3:33:15;TERRI VASQUEZ;Mike Hillyer
ROLLERCOASTER BRINGING;20/08/2005 9:32:04;23/08/2005 14:29:04;BARBARA JONES;Jon Stephens
PARK CITIZEN;20/08/2005 9:32:56;28/08/2005 5:22:56;ROY WHITING;Jon Stephens
JERK PAYCHECK;20/08/2005 9:34:07;26/08/2005 10:17:07;VERA MCCOY;Mike Hillyer
TIMBERLAND SKY;20/08/2005 9:34:51;23/08/2005 4:13:51;MELVIN ELLINGTON;Mike Hillyer
COLDBLOODED DARLING;20/08/2005 9:35:20;21/08/2005 5:29:20;ANDREW PURDY;Jon Stephens
DIRTY ACE;20/08/2005 9:38:04;21/08/2005 6:10:04;VIRGIL WOFFORD;Mike Hillyer
GAMES BOWFINGER;20/08/2005 10:03:45;25/08/2005 4:26:45;MELVIN ELLINGTON;Mike Hillyer
EXPECATIONS NATURAL;20/08/2005 10:17:09;28/08/2005 10:45:09;ALLAN CORNISH;Mike Hillyer
DREAM PICKUP;20/08/2005 10:24:41;22/08/2005 4:44:41;DONNA THOMPSON;Mike Hillyer
